RK,SCHOOL,CONF,COACH,SCHOOL PAY,TOTAL PAY,MAX BONUS,ASST PAY TOTAL,SCHOOL BUYOUT AS OF 4/1/19
1256,Army,Ind.,Marcus Edwards,--,--,--,$0,--
1257,Hawaii,Mt. West,Brian Smith,--,--,--,$0,--
1258,Texas Christian,Big 12,Rusty Burns,--,--,--,"$963,416",--
1259,Air Force,Mt. West,Ben Miller,--,--,--,$0,--
1260,Stanford,Pac-12,Morgan Turner,--,--,--,$0,--
1261,Southern California,Pac-12,Bryan Ellis,--,--,--,$0,--
1262,Tulsa,AAC,Calvin Lowry,--,--,--,"$401,191",--
1263,Brigham Young,Ind.,Ryan Pugh,--,--,--,$0,--
1264,Rice,C-USA,Pete Lembo,--,--,--,$0,--
1265,Wake Forest,ACC,Ryan Crawford,--,--,--,$0,--
1266,Southern Methodist,AAC,Jonathan Brewer,--,--,--,$0,--
1267,Stanford,Pac-12,Peter Hansen,--,--,--,$0,--
1268,Tulsa,AAC,Carlton Buckels,--,--,--,"$401,191",--
1269,Tulane,AAC,Jamaal Fobbs,--,--,--,$0,--
1270,Tulsa,AAC,Mike Bloesch,--,--,--,"$401,191",--
1271,Pittsburgh,ACC,Charlie Partridge,--,--,--,$0,--
1272,Hawaii,Mt. West,Jacob Yoro,--,--,--,$0,--
1273,Liberty,Ind.,Kyle DeArmon,--,--,--,$0,--
1274,Notre Dame,Ind.,Mike Elston,--,--,--,$0,--
1275,Miami (Fla.),ACC,Mike Rumph,--,--,--,$0,--
1276,Notre Dame,Ind.,Clark Lea,--,--,--,$0,--
1277,Air Force,Mt. West,John Rudzinski,--,--,--,$0,--
1278,Air Force,Mt. West,Alex Means,--,--,--,$0,--
1279,Army,Ind.,Sean Saturnio,--,--,--,$0,--
1280,Army,Ind.,Mitch Ware,--,--,--,$0,--
1281,Tulane,AAC,Jeff Conway,--,--,--,$0,--
1282,Vanderbilt,SEC,Chris Marve,--,--,--,$0,--
1283,Texas Christian,Big 12,Curtis Luper,--,--,--,"$963,416",--
1284,Navy,AAC,Dale Pehrson,--,--,--,$0,--
1285,Duke,ACC,Jim Bridge,--,--,--,$0,--
1286,Vanderbilt,SEC,Marc Mattioli,--,--,--,$0,--
1287,Pittsburgh,ACC,Dave Borbely,--,--,--,$0,--
1288,Boston College,ACC,Antoine Smith,--,--,--,$0,--
1289,Hawaii,Mt. West,Abe Elimimian,--,--,--,$0,--
1290,Hawaii,Mt. West,Mark Banker,--,--,--,$0,--
1291,Notre Dame,Ind.,DelVaughn Alexander,--,--,--,$0,--
1292,Northwestern,Big Ten,Dennis Springer,--,--,--,$0,--
1293,Navy,AAC,Danny O'Rourke,--,--,--,$0,--
1294,Southern Methodist,AAC,Brett Diersen,--,--,--,$0,--
1295,Rice,C-USA,Jerry Mack,--,--,--,$0,--
1296,Vanderbilt,SEC,Andy Ludwig,--,--,--,$0,--
1297,Rice,C-USA,Robbie Picazo,--,--,--,$0,--
1298,Notre Dame,Ind.,Chip Long,--,--,--,$0,--
1299,Boston College,ACC,Ricky Brown,--,--,--,$0,--
1300,Tulsa,AAC,Justin Hill,--,--,--,"$401,191",--
1301,Southern Methodist,AAC,Jamal Powell,--,--,--,$0,--
1302,Navy,AAC,Ashley Ingram,--,--,--,$0,--
1303,Tulane,AAC,Alex Atkins,--,--,--,$0,--
1304,Wake Forest,ACC,Kevin Higgins,--,--,--,$0,--
1305,Liberty,Ind.,Marshall Roberts,--,--,--,$0,--
1306,Stanford,Pac-12,Tavita Pritchard,--,--,--,$0,--
1307,Syracuse,ACC,Steve Stanard,--,--,--,$0,--
1308,Brigham Young,Ind.,Ilaisa Tuiaki,--,--,--,$0,--
1309,Brigham Young,Ind.,Steve Clark,--,--,--,$0,--
1310,Navy,AAC,Steve Johns,--,--,--,$0,--
1311,Duke,ACC,Ben Albert,--,--,--,$0,--
1312,Temple,AAC,Larry Knight,--,--,--,$0,--
1313,Stanford,Pac-12,Duane Akina,--,--,--,$0,--
1314,Stanford,Pac-12,Bobby Kennedy,--,--,--,$0,--
1315,Tulane,AAC,Chris Hampton,--,--,--,$0,--
1316,Northwestern,Big Ten,Mike Hankwitz,--,--,--,$0,--
1317,Syracuse,ACC,Justin Lustig,--,--,--,$0,--
